acc,accuracy,avg_rt,browser_codename,browser_name,browser_version,category,correct,correct_response,count_reset_feedback,count_trial_sequence,date_startdate,date_startdateUTC,date_starttime,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,jatosStudyResultId,jatosVersion,queryParams_batchId,queryParams_generalMultiple,response_keyboard_response,response_time,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,subject_nr,system_os,target
100,100,118,,,,None,1,m,0,16,,,,,,,,,,,,,m,145,,,,,,,,,0,,None
100,100,120,,,,None,1,m,0,17,,,,,,,,,,,,,m,153,,,,,,,,,0,,None
100,100,121,,,,None,1,m,0,18,,,,,,,,,,,,,m,137,,,,,,,,,0,,None
100,100,122,,,,None,1,m,0,19,,,,,,,,,,,,,m,146,,,,,,,,,0,,None
100,100,122,,,,None,1,m,0,20,,,,,,,,,,,,,m,121,,,,,,,,,0,,None
100,100,123,,,,None,1,m,0,21,,,,,,,,,,,,,m,139,,,,,,,,,0,,None
100,100,124,,,,None,1,m,0,22,,,,,,,,,,,,,m,146,,,,,,,,,0,,None
100,100,123,,,,None,1,m,0,23,,,,,,,,,,,,,m,114,,,,,,,,,0,,None
100,100,122,,,,None,1,m,0,24,,,,,,,,,,,,,m,98,,,,,,,,,0,,None
100,100,123,,,,None,1,m,0,25,,,,,,,,,,,,,m,136,,,,,,,,,0,,None
100,100,122,,,,None,1,m,0,26,,,,,,,,,,,,,m,104,,,,,,,,,0,,None
100,100,123,,,,None,1,m,0,27,,,,,,,,,,,,,m,155,,,,,,,,,0,,None
100,100,124,,,,None,1,m,0,28,,,,,,,,,,,,,m,134,,,,,,,,,0,,None
100,100,124,,,,None,1,m,0,29,,,,,,,,,,,,,m,119,,,,,,,,,0,,None
100,100,124,,,,None,1,m,0,30,,,,,,,,,,,,,m,133,,,,,,,,,0,,None
100,100,124,,,,None,1,m,0,31,,,,,,,,,,,,,m,136,,,,,,,,,0,,None
