browser_codename,browser_name,browser_version,condition,congruence,correct,counterbalance,date_startdate,date_startdateUTC,date_starttime,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,jatosStudyResultId,jatosVersion,prime,queryParams_batchId,queryParams_generalMultiple,response_time,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,soa_condition,system_os,target,time_mask1,time_mask2,time_prime
Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",practice,practice,1,None,04-10-22,04-10-22,06:14:54,0,0,0,0,0,794,3.6.1,iweonf,240,,967,802,1440,24,900,24,34,29,1440,practice,MacIntel,BOAT,203022,203119,203070
Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",practice,practice,1,None,04-10-22,04-10-22,06:14:54,0,0,0,0,0,794,3.6.1,nvoiuh,240,,991,802,1440,24,900,24,34,29,1440,practice,MacIntel,HOUSE,204719,204820,204770
Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",practice,practice,1,None,04-10-22,04-10-22,06:14:54,0,0,0,0,0,794,3.6.1,snjghf,240,,855,802,1440,24,900,24,34,29,1440,practice,MacIntel,SHEEP,206436,206536,206487
Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",practice,practice,1,None,04-10-22,04-10-22,06:14:54,0,0,0,0,0,794,3.6.1,abjdhjs,240,,868,802,1440,24,900,24,34,29,1440,practice,MacIntel,HORSE,208021,208120,208070
Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Inc_Nat_Synth,incongruent,1,A,04-10-22,04-10-22,06:14:54,0,0,0,0,0,794,3.6.1,peach,240,,1207,802,1440,24,900,24,34,29,1440,short,MacIntel,SHED,220405,220503,220453
Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Inc_Nat_Synth,incongruent,1,A,04-10-22,04-10-22,06:14:54,0,0,0,0,0,794,3.6.1,crow,240,,893,802,1440,24,900,24,34,29,1440,short,MacIntel,YACHT,222337,222435,222386
Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Con_Synth,congruent,1,A,04-10-22,04-10-22,06:14:54,0,0,0,0,0,794,3.6.1,bread,240,,959,802,1440,24,900,24,34,29,1440,short,MacIntel,BREAD,223953,224052,224003
Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Con_Nat,congruent,1,A,04-10-22,04-10-22,06:14:54,0,0,0,0,0,794,3.6.1,daisy,240,,947,802,1440,24,900,24,34,29,1440,short,MacIntel,DAISY,225637,225735,225686
Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Inc_Nat_Synth,incongruent,1,A,04-10-22,04-10-22,06:14:54,0,0,0,0,0,794,3.6.1,camel,240,,816,802,1440,24,900,24,34,29,1440,short,MacIntel,BENCH,227319,227419,227369
Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Con_Nat,congruent,1,A,04-10-22,04-10-22,06:14:54,0,0,0,0,0,794,3.6.1,whale,240,,810,802,1440,24,900,24,34,29,1440,short,MacIntel,WHALE,228870,228969,228919
